id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_shipping,prior_purchases,product_importance,gender,discount_offered(%),weight_in_gms,reached.on.time_y.n,customer_rating_category,on_time(str),loyalty_category
3466,B,Ship,4,4,202,3,medium,male,2,4299,1,Satisfied,delayed,Low Loyal
3467,C,Ship,4,3,143,3,medium,female,3,5062,1,Neutral,delayed,Low Loyal
3468,E,Ship,3,1,180,3,low,female,10,5633,0,Very dissatisfied,on time,Low Loyal
3469,D,Ship,4,5,221,3,medium,female,3,4430,1,Very Satisfied,delayed,Low Loyal
3470,E,Ship,4,3,173,3,low,female,7,4810,1,Neutral,delayed,Low Loyal
3471,A,Ship,2,5,107,3,medium,male,2,4853,0,Very Satisfied,on time,Low Loyal
3472,B,Ship,3,4,259,2,medium,female,3,4154,1,Satisfied,delayed,Low Loyal
3473,C,Ship,5,4,134,3,medium,male,4,4908,0,Satisfied,on time,Low Loyal
3474,E,Ship,3,2,204,4,low,male,4,4745,0,Dissatisfied,on time,Moderate Loyal
3475,D,Ship,2,2,161,5,medium,male,3,4138,0,Dissatisfied,on time,Moderate Loyal
3476,E,Ship,6,4,100,5,low,female,7,5668,1,Satisfied,delayed,Moderate Loyal
3477,A,Ship,5,2,260,4,medium,female,3,5890,0,Dissatisfied,on time,Moderate Loyal
3478,B,Ship,5,2,196,3,low,female,4,4271,0,Dissatisfied,on time,Low Loyal
3479,C,Ship,5,2,260,3,low,male,1,4799,1,Dissatisfied,delayed,Low Loyal
3480,E,Ship,3,1,193,4,low,male,5,4700,0,Very dissatisfied,on time,Moderate Loyal
3481,D,Ship,4,1,258,3,medium,male,7,4159,0,Very dissatisfied,on time,Low Loyal
3482,E,Ship,4,3,254,4,low,male,9,4492,0,Neutral,on time,Moderate Loyal
3483,A,Ship,3,5,216,4,low,female,3,4934,0,Very Satisfied,on time,Moderate Loyal
3484,B,Ship,4,1,273,3,low,female,5,5323,0,Very dissatisfied,on time,Low Loyal
3485,C,Ship,4,4,223,4,low,male,1,4219,0,Satisfied,on time,Moderate Loyal
3486,E,Ship,4,1,182,2,medium,female,10,5638,0,Very dissatisfied,on time,Low Loyal
3487,D,Ship,3,4,201,3,low,female,6,5722,1,Satisfied,delayed,Low Loyal
3488,E,Ship,4,3,249,3,medium,female,6,5657,1,Neutral,delayed,Low Loyal
3489,A,Ship,5,4,152,3,low,male,1,5314,1,Satisfied,delayed,Low Loyal
3490,B,Ship,3,1,244,4,medium,male,6,4734,1,Very dissatisfied,delayed,Moderate Loyal
3491,C,Ship,3,1,256,4,medium,female,3,4398,1,Very dissatisfied,delayed,Moderate Loyal
3492,E,Ship,4,2,223,3,medium,male,3,5121,0,Dissatisfied,on time,Low Loyal
3493,D,Ship,3,2,185,2,high,female,3,4816,1,Dissatisfied,delayed,Low Loyal
3494,E,Ship,3,1,166,3,medium,male,9,4410,0,Very dissatisfied,on time,Low Loyal
3495,A,Ship,3,4,113,3,medium,male,1,5765,1,Satisfied,delayed,Low Loyal
3496,B,Ship,4,1,134,2,medium,female,7,5967,0,Very dissatisfied,on time,Low Loyal
3497,C,Ship,4,3,228,2,high,female,4,4719,1,Neutral,delayed,Low Loyal
3498,E,Ship,3,4,204,2,low,female,10,5844,1,Satisfied,delayed,Low Loyal
3499,D,Ship,3,1,152,2,medium,female,2,4136,0,Very dissatisfied,on time,Low Loyal
3500,E,Ship,3,2,195,2,medium,male,9,5779,1,Dissatisfied,delayed,Low Loyal
3501,A,Ship,4,2,192,6,high,female,3,5173,0,Dissatisfied,on time,Moderate Loyal
3502,B,Ship,4,2,247,3,medium,male,8,4977,0,Dissatisfied,on time,Low Loyal
3503,C,Ship,3,1,135,2,medium,male,2,4163,0,Very dissatisfied,on time,Low Loyal
3504,E,Ship,4,2,209,2,medium,female,1,5337,0,Dissatisfied,on time,Low Loyal
3505,D,Ship,2,4,173,2,low,male,1,4721,0,Satisfied,on time,Low Loyal
3506,E,Ship,4,4,222,2,low,male,5,5660,0,Satisfied,on time,Low Loyal
3507,A,Ship,4,3,192,3,medium,female,10,4086,1,Neutral,delayed,Low Loyal
3508,B,Ship,3,5,206,3,medium,female,6,5618,0,Very Satisfied,on time,Low Loyal
3509,C,Ship,3,3,275,4,medium,male,6,4687,1,Neutral,delayed,Moderate Loyal
3510,E,Ship,2,3,192,3,medium,female,8,5787,1,Neutral,delayed,Low Loyal
3511,D,Ship,6,3,121,3,medium,female,10,5208,0,Neutral,on time,Low Loyal
3512,E,Ship,4,2,177,3,low,male,8,4904,0,Dissatisfied,on time,Low Loyal
3513,A,Ship,3,1,243,3,low,female,2,4989,0,Very dissatisfied,on time,Low Loyal
3514,B,Ship,3,2,262,4,low,male,1,4745,1,Dissatisfied,delayed,Moderate Loyal
3515,C,Ship,2,4,189,3,low,male,3,5897,1,Satisfied,delayed,Low Loyal
3516,E,Ship,5,4,178,2,low,female,4,5307,0,Satisfied,on time,Low Loyal
3517,D,Ship,3,4,232,3,medium,female,1,4228,1,Satisfied,delayed,Low Loyal
3518,E,Ship,4,5,254,3,low,male,1,4377,1,Very Satisfied,delayed,Low Loyal
3519,A,Ship,3,1,148,2,medium,male,5,4082,1,Very dissatisfied,delayed,Low Loyal
3520,B,Ship,4,3,253,4,high,male,4,4868,1,Neutral,delayed,Moderate Loyal
3521,C,Ship,4,5,223,3,medium,female,9,5279,1,Very Satisfied,delayed,Low Loyal
3522,E,Ship,2,2,190,2,medium,male,7,4075,0,Dissatisfied,on time,Low Loyal
3523,D,Ship,5,3,181,4,low,female,2,5332,0,Neutral,on time,Moderate Loyal
3524,E,Ship,2,3,226,3,low,male,8,5119,0,Neutral,on time,Low Loyal
3525,A,Ship,3,4,182,2,medium,male,8,4883,0,Satisfied,on time,Low Loyal
3526,B,Ship,2,4,191,3,medium,female,6,4119,0,Satisfied,on time,Low Loyal
3527,C,Ship,3,1,223,4,low,male,1,4195,0,Very dissatisfied,on time,Moderate Loyal
3528,E,Ship,4,5,274,3,medium,male,4,4521,0,Very Satisfied,on time,Low Loyal
3529,D,Ship,4,4,218,2,low,male,9,5637,0,Satisfied,on time,Low Loyal
3530,E,Ship,3,5,197,3,low,male,3,5658,0,Very Satisfied,on time,Low Loyal
3531,A,Ship,4,2,137,3,low,female,6,5271,0,Dissatisfied,on time,Low Loyal
3532,B,Ship,2,1,163,3,low,female,3,5873,1,Very dissatisfied,delayed,Low Loyal
3533,C,Ship,4,4,218,4,low,male,6,4377,1,Satisfied,delayed,Moderate Loyal
3534,E,Ship,5,1,245,3,low,male,6,4343,1,Very dissatisfied,delayed,Low Loyal
3535,D,Ship,3,5,181,2,medium,male,2,4089,0,Very Satisfied,on time,Low Loyal
3536,E,Road,6,3,222,5,high,female,2,4612,0,Neutral,on time,Moderate Loyal
3537,A,Road,4,5,259,2,low,male,7,4390,1,Very Satisfied,delayed,Low Loyal
3538,B,Road,3,4,157,3,medium,female,6,5398,1,Satisfied,delayed,Low Loyal
3539,C,Road,4,3,137,3,medium,female,10,4820,1,Neutral,delayed,Low Loyal
3540,E,Road,3,3,242,3,low,female,8,4199,0,Neutral,on time,Low Loyal
3541,D,Road,4,5,154,4,medium,male,7,4938,0,Very Satisfied,on time,Moderate Loyal
3542,E,Road,3,2,150,2,low,female,3,4174,0,Dissatisfied,on time,Low Loyal
3543,A,Road,5,3,174,3,medium,female,7,5510,1,Neutral,delayed,Low Loyal
3544,B,Road,5,5,265,3,high,female,3,5837,1,Very Satisfied,delayed,Low Loyal
3545,C,Road,3,4,248,4,medium,male,8,4540,0,Satisfied,on time,Moderate Loyal
3546,E,Road,4,3,186,3,low,male,7,5156,1,Neutral,delayed,Low Loyal
3547,D,Road,4,2,152,3,medium,male,6,5764,1,Dissatisfied,delayed,Low Loyal
3548,E,Road,3,3,163,3,medium,male,2,5791,1,Neutral,delayed,Low Loyal
3549,A,Road,4,5,168,4,medium,male,5,5735,1,Very Satisfied,delayed,Moderate Loyal
3550,B,Road,4,3,102,3,medium,female,3,4845,1,Neutral,delayed,Low Loyal
3551,C,Road,3,1,169,2,medium,female,1,4783,1,Very dissatisfied,delayed,Low Loyal
3552,E,Road,6,1,163,4,high,male,3,4031,1,Very dissatisfied,delayed,Moderate Loyal
3553,D,Road,2,1,154,3,medium,female,4,5100,0,Very dissatisfied,on time,Low Loyal
3554,E,Road,3,5,271,2,low,female,3,4878,0,Very Satisfied,on time,Low Loyal
3555,A,Road,3,4,182,3,medium,female,7,5409,1,Satisfied,delayed,Low Loyal
3556,B,Road,4,1,173,3,low,female,5,5232,0,Very dissatisfied,on time,Low Loyal
3557,C,Road,5,2,244,2,low,male,10,5696,0,Dissatisfied,on time,Low Loyal
3558,E,Flight,4,5,214,2,low,male,8,4512,0,Very Satisfied,on time,Low Loyal
3559,D,Flight,4,4,210,2,high,male,6,4076,0,Satisfied,on time,Low Loyal
3560,E,Flight,5,3,194,7,medium,female,10,5700,0,Neutral,on time,High Loyal
3561,A,Flight,4,3,185,10,high,female,7,4818,1,Neutral,delayed,High Loyal
3562,B,Flight,3,3,121,2,low,male,10,5130,1,Neutral,delayed,Low Loyal
3563,C,Flight,3,1,203,3,medium,female,3,4137,0,Very dissatisfied,on time,Low Loyal
3564,E,Flight,2,5,134,10,high,male,8,5472,0,Very Satisfied,on time,High Loyal
3565,D,Flight,3,3,263,3,medium,female,9,5665,1,Neutral,delayed,Low Loyal
3566,E,Flight,5,1,279,8,low,female,6,5888,1,Very dissatisfied,delayed,High Loyal
3567,A,Flight,4,5,222,3,low,female,5,5584,0,Very Satisfied,on time,Low Loyal
3568,B,Flight,4,1,233,2,low,male,9,4799,1,Very dissatisfied,delayed,Low Loyal
3569,C,Flight,4,4,271,3,low,male,3,4152,0,Satisfied,on time,Low Loyal
3570,E,Flight,3,4,118,4,low,male,6,5964,0,Satisfied,on time,Moderate Loyal
3571,D,Flight,3,4,183,2,low,male,5,4261,1,Satisfied,delayed,Low Loyal
3572,E,Flight,3,4,217,3,low,female,5,4077,0,Satisfied,on time,Low Loyal
3573,A,Flight,3,5,245,10,medium,male,8,4909,1,Very Satisfied,delayed,High Loyal
3574,B,Flight,3,4,143,4,medium,male,5,5545,1,Satisfied,delayed,Moderate Loyal
3575,C,Flight,3,3,149,3,medium,female,3,4189,0,Neutral,on time,Low Loyal
3576,E,Flight,4,5,275,6,medium,male,10,1400,1,Very Satisfied,delayed,Moderate Loyal
3577,D,Flight,4,5,168,4,medium,female,4,4776,1,Very Satisfied,delayed,Moderate Loyal
3578,E,Flight,4,1,102,3,medium,male,3,4179,0,Very dissatisfied,on time,Low Loyal
3579,A,Flight,3,2,169,2,medium,female,10,4038,1,Dissatisfied,delayed,Low Loyal
3580,B,Ship,6,5,163,4,high,male,3,5118,1,Very Satisfied,delayed,Moderate Loyal
3581,C,Ship,2,3,154,3,medium,male,3,4478,0,Neutral,on time,Low Loyal
3582,E,Ship,3,3,271,2,low,female,8,4444,1,Neutral,delayed,Low Loyal
3583,D,Ship,3,4,182,3,medium,female,2,5281,1,Satisfied,delayed,Low Loyal
3584,E,Ship,4,5,173,3,low,female,7,4410,0,Very Satisfied,on time,Low Loyal
3585,A,Ship,5,5,244,2,low,male,10,5794,0,Very Satisfied,on time,Low Loyal
3586,B,Ship,4,5,214,2,low,male,3,5546,0,Very Satisfied,on time,Low Loyal
3587,C,Ship,4,2,210,2,high,female,3,5876,1,Dissatisfied,delayed,Low Loyal
3588,E,Ship,5,1,194,7,medium,male,8,4770,0,Very dissatisfied,on time,High Loyal
3589,D,Ship,4,3,185,10,high,male,1,4973,0,Neutral,on time,High Loyal
3590,E,Ship,3,1,121,2,low,male,2,5210,1,Very dissatisfied,delayed,Low Loyal
3591,A,Ship,3,4,203,3,medium,male,1,5543,0,Satisfied,on time,Low Loyal
3592,B,Ship,2,3,134,10,high,female,1,5632,0,Neutral,on time,High Loyal
3593,C,Ship,3,2,263,3,medium,male,8,5447,1,Dissatisfied,delayed,Low Loyal
3594,E,Ship,5,2,279,8,low,male,5,4785,0,Dissatisfied,on time,High Loyal
3595,D,Ship,4,2,222,3,low,female,3,5130,0,Dissatisfied,on time,Low Loyal
3596,E,Ship,4,2,233,2,low,female,5,4668,0,Dissatisfied,on time,Low Loyal
3597,A,Ship,4,2,271,3,low,male,9,4085,0,Dissatisfied,on time,Low Loyal
3598,B,Ship,3,5,118,4,low,female,10,5699,1,Very Satisfied,delayed,Moderate Loyal
3599,C,Ship,3,4,183,2,low,male,3,4179,1,Satisfied,delayed,Low Loyal
3600,E,Ship,3,4,217,3,low,female,5,4883,1,Satisfied,delayed,Low Loyal
3601,D,Ship,3,4,245,10,medium,male,1,5363,0,Satisfied,on time,High Loyal
3602,E,Ship,3,2,143,4,medium,female,7,4486,0,Dissatisfied,on time,Moderate Loyal
3603,A,Ship,3,2,149,3,medium,female,7,4049,1,Dissatisfied,delayed,Low Loyal
3604,B,Ship,4,2,275,6,medium,male,9,1890,0,Dissatisfied,on time,Moderate Loyal
3605,C,Ship,7,4,282,5,low,male,5,1149,0,Satisfied,on time,Moderate Loyal
3606,E,Ship,4,1,276,2,medium,male,3,1966,0,Very dissatisfied,on time,Low Loyal
3607,D,Ship,4,5,244,3,low,male,6,1360,1,Very Satisfied,delayed,Low Loyal
3608,E,Ship,5,5,258,4,medium,male,7,5478,0,Very Satisfied,on time,Moderate Loyal
3609,A,Ship,3,5,257,3,low,male,5,5657,0,Very Satisfied,on time,Low Loyal
3610,B,Ship,4,2,195,5,medium,male,9,5178,1,Dissatisfied,delayed,Moderate Loyal
3611,C,Ship,2,2,152,4,low,male,6,4606,1,Dissatisfied,delayed,Moderate Loyal
3612,E,Ship,2,1,100,3,low,male,1,5776,1,Very dissatisfied,delayed,Low Loyal
3613,D,Ship,4,1,248,2,medium,male,4,5783,0,Very dissatisfied,on time,Low Loyal
3614,E,Ship,4,5,274,2,low,female,2,4492,1,Very Satisfied,delayed,Low Loyal
3615,A,Ship,3,3,203,2,low,male,1,5244,0,Neutral,on time,Low Loyal
3616,B,Ship,6,5,194,5,low,female,8,4777,0,Very Satisfied,on time,Moderate Loyal
3617,C,Ship,3,3,142,3,low,female,7,4439,0,Neutral,on time,Low Loyal
3618,E,Ship,4,5,208,5,low,female,7,5833,0,Very Satisfied,on time,Moderate Loyal
3619,D,Ship,4,5,237,2,medium,female,6,5954,0,Very Satisfied,on time,Low Loyal
3620,E,Ship,3,1,210,2,low,male,9,4580,0,Very dissatisfied,on time,Low Loyal
3621,A,Ship,3,3,158,2,low,male,10,4061,1,Neutral,delayed,Low Loyal
3622,B,Ship,3,3,148,3,low,male,1,5700,0,Neutral,on time,Low Loyal
3623,C,Ship,3,2,146,3,high,female,4,5846,1,Dissatisfied,delayed,Low Loyal
3624,E,Ship,3,3,155,3,low,female,3,5768,0,Neutral,on time,Low Loyal
3625,D,Ship,2,5,233,3,medium,male,10,5211,1,Very Satisfied,delayed,Low Loyal
3626,E,Ship,3,4,165,2,medium,female,8,4280,1,Satisfied,delayed,Low Loyal
3627,A,Ship,4,3,227,3,medium,female,10,5491,1,Neutral,delayed,Low Loyal
3628,B,Ship,5,3,197,4,low,female,6,4184,0,Neutral,on time,Moderate Loyal
3629,C,Ship,4,1,134,3,medium,male,2,4983,0,Very dissatisfied,on time,Low Loyal
3630,E,Ship,5,2,134,2,low,male,9,5045,0,Dissatisfied,on time,Low Loyal
3631,D,Ship,4,5,194,2,low,male,3,4724,1,Very Satisfied,delayed,Low Loyal
3632,E,Ship,3,4,172,3,low,female,4,4337,0,Satisfied,on time,Low Loyal
3633,A,Ship,3,1,205,2,medium,female,2,5322,0,Very dissatisfied,on time,Low Loyal
3634,B,Ship,3,1,191,5,low,female,9,5196,1,Very dissatisfied,delayed,Moderate Loyal
3635,C,Ship,3,3,225,4,low,male,10,5690,0,Neutral,on time,Moderate Loyal
3636,E,Ship,5,5,152,6,medium,male,2,4915,1,Very Satisfied,delayed,Moderate Loyal
3637,D,Ship,5,3,249,3,medium,male,10,5001,1,Neutral,delayed,Low Loyal
3638,E,Ship,5,5,136,3,low,male,4,4218,1,Very Satisfied,delayed,Low Loyal
3639,A,Ship,3,5,146,5,high,female,7,4538,0,Very Satisfied,on time,Moderate Loyal
3640,B,Ship,5,2,259,2,medium,male,1,4607,0,Dissatisfied,on time,Low Loyal
3641,C,Ship,3,2,159,3,medium,male,4,5577,1,Dissatisfied,delayed,Low Loyal
3642,E,Ship,5,1,162,3,medium,male,5,4064,1,Very dissatisfied,delayed,Low Loyal
3643,D,Ship,4,4,205,4,low,female,6,5064,0,Satisfied,on time,Moderate Loyal
3644,E,Ship,5,5,155,3,medium,female,6,4109,1,Very Satisfied,delayed,Low Loyal
3645,A,Ship,4,5,171,4,medium,female,4,4151,0,Very Satisfied,on time,Moderate Loyal
3646,B,Ship,3,1,244,3,medium,female,1,5695,1,Very dissatisfied,delayed,Low Loyal
3647,C,Ship,5,5,135,3,medium,male,2,5849,1,Very Satisfied,delayed,Low Loyal
3648,E,Ship,4,2,147,3,low,female,5,5174,0,Dissatisfied,on time,Low Loyal
3649,D,Ship,3,2,245,2,low,female,4,4514,1,Dissatisfied,delayed,Low Loyal
3650,E,Ship,5,4,266,6,low,female,5,5481,0,Satisfied,on time,Moderate Loyal
3651,A,Ship,3,5,165,3,low,male,3,5409,0,Very Satisfied,on time,Low Loyal
3652,B,Ship,4,3,226,3,medium,male,1,5433,1,Neutral,delayed,Low Loyal
3653,C,Ship,5,4,185,3,medium,female,1,4925,0,Satisfied,on time,Low Loyal
3654,E,Ship,5,3,267,3,low,male,9,5258,1,Neutral,delayed,Low Loyal
3655,D,Ship,5,3,169,3,low,female,9,4289,1,Neutral,delayed,Low Loyal
3656,E,Ship,4,1,191,3,high,female,6,5335,1,Very dissatisfied,delayed,Low Loyal
3657,A,Ship,3,1,187,3,medium,male,2,5154,1,Very dissatisfied,delayed,Low Loyal
3658,B,Ship,3,2,265,6,low,male,9,5936,0,Dissatisfied,on time,Moderate Loyal
3659,C,Ship,3,2,243,3,medium,female,8,4093,0,Dissatisfied,on time,Low Loyal
3660,E,Ship,6,3,166,3,low,female,2,5559,0,Neutral,on time,Low Loyal
3661,D,Ship,5,3,249,2,medium,male,3,4440,0,Neutral,on time,Low Loyal
3662,E,Ship,4,1,271,2,low,female,1,4866,0,Very dissatisfied,on time,Low Loyal
3663,A,Ship,4,3,272,2,medium,female,5,4681,1,Neutral,delayed,Low Loyal
3664,B,Ship,4,3,226,2,low,female,8,4526,0,Neutral,on time,Low Loyal
3665,C,Ship,3,3,250,5,medium,male,8,5762,1,Neutral,delayed,Moderate Loyal
3666,E,Ship,2,5,135,6,medium,female,9,5777,1,Very Satisfied,delayed,Moderate Loyal
3667,D,Ship,4,4,274,3,high,female,3,4202,1,Satisfied,delayed,Low Loyal
3668,E,Ship,4,4,184,3,medium,female,2,4124,1,Satisfied,delayed,Low Loyal
3669,A,Ship,2,1,139,2,medium,female,2,4520,1,Very dissatisfied,delayed,Low Loyal
3670,B,Ship,3,3,198,2,low,male,8,4620,1,Neutral,delayed,Low Loyal
3671,C,Ship,4,2,168,2,medium,male,1,5154,0,Dissatisfied,on time,Low Loyal
3672,E,Ship,4,4,245,4,medium,male,4,5203,1,Satisfied,delayed,Moderate Loyal
3673,D,Road,4,1,251,3,low,female,4,4374,1,Very dissatisfied,delayed,Low Loyal
3674,E,Road,4,1,153,2,medium,male,9,4359,0,Very dissatisfied,on time,Low Loyal
3675,A,Road,5,1,142,4,medium,female,2,4735,1,Very dissatisfied,delayed,Moderate Loyal
3676,B,Road,4,5,148,3,low,male,5,4913,0,Very Satisfied,on time,Low Loyal
3677,C,Road,4,2,273,5,low,female,1,5012,0,Dissatisfied,on time,Moderate Loyal
3678,E,Road,3,1,180,6,low,male,5,4802,1,Very dissatisfied,delayed,Moderate Loyal
3679,D,Road,3,3,158,3,low,female,2,5205,1,Neutral,delayed,Low Loyal
3680,E,Road,4,3,240,2,medium,female,2,5588,0,Neutral,on time,Low Loyal
3681,A,Road,4,1,174,3,low,male,7,4813,1,Very dissatisfied,delayed,Low Loyal
3682,B,Road,4,2,186,3,low,male,6,4524,0,Dissatisfied,on time,Low Loyal
3683,C,Road,5,5,174,3,high,female,9,5969,1,Very Satisfied,delayed,Low Loyal
3684,E,Road,4,1,260,4,low,male,10,4072,1,Very dissatisfied,delayed,Moderate Loyal
3685,D,Road,4,3,258,2,low,female,2,4308,0,Neutral,on time,Low Loyal
3686,E,Road,4,2,262,2,medium,male,3,4090,1,Dissatisfied,delayed,Low Loyal
3687,A,Road,4,2,197,3,low,male,4,5800,0,Dissatisfied,on time,Low Loyal
3688,B,Road,4,1,238,3,low,male,4,5449,1,Very dissatisfied,delayed,Low Loyal
3689,C,Road,3,3,168,2,low,female,9,4608,0,Neutral,on time,Low Loyal
3690,E,Road,4,3,266,3,low,male,9,5621,1,Neutral,delayed,Low Loyal
3691,D,Road,4,4,251,3,high,female,5,5460,0,Satisfied,on time,Low Loyal
3692,E,Road,3,5,272,2,low,male,3,5638,1,Very Satisfied,delayed,Low Loyal
3693,A,Road,5,3,203,2,medium,male,4,4311,1,Neutral,delayed,Low Loyal
3694,B,Road,5,5,168,3,low,male,6,4096,0,Very Satisfied,on time,Low Loyal
3695,C,Flight,3,1,138,3,medium,female,7,5534,0,Very dissatisfied,on time,Low Loyal
3696,E,Flight,3,1,129,3,medium,male,9,5296,1,Very dissatisfied,delayed,Low Loyal
3697,D,Flight,4,4,178,6,low,female,9,5279,1,Satisfied,delayed,Moderate Loyal
3698,E,Flight,5,1,211,2,medium,male,1,5913,1,Very dissatisfied,delayed,Low Loyal
3699,A,Flight,3,5,169,3,high,female,5,5750,0,Very Satisfied,on time,Low Loyal
3700,B,Flight,3,2,267,3,low,male,8,5922,0,Dissatisfied,on time,Low Loyal
3701,C,Flight,3,4,183,3,low,female,1,5959,1,Satisfied,delayed,Low Loyal
3702,E,Flight,3,1,194,2,low,male,8,4335,1,Very dissatisfied,delayed,Low Loyal
3703,D,Flight,5,3,151,2,low,male,8,4749,0,Neutral,on time,Low Loyal
3704,E,Flight,6,3,225,4,low,male,5,4184,1,Neutral,delayed,Moderate Loyal
3705,A,Flight,5,2,184,4,low,male,6,4155,1,Dissatisfied,delayed,Moderate Loyal
3706,B,Flight,3,2,269,2,medium,female,1,4978,0,Dissatisfied,on time,Low Loyal
3707,C,Flight,3,2,274,2,medium,male,5,5161,0,Dissatisfied,on time,Low Loyal
3708,E,Flight,5,4,142,2,high,male,7,5341,0,Satisfied,on time,Low Loyal
3709,D,Flight,4,1,140,4,low,male,6,5067,0,Very dissatisfied,on time,Moderate Loyal
3710,E,Flight,4,1,219,5,medium,male,5,5253,0,Very dissatisfied,on time,Moderate Loyal
3711,A,Flight,2,3,237,3,medium,male,2,5331,0,Neutral,on time,Low Loyal
3712,B,Flight,3,5,140,5,low,male,7,4370,1,Very Satisfied,delayed,Moderate Loyal
3713,C,Flight,5,5,105,5,low,female,10,5418,1,Very Satisfied,delayed,Moderate Loyal
3714,E,Flight,3,1,192,2,low,male,6,4056,0,Very dissatisfied,on time,Low Loyal
3715,D,Flight,3,4,154,3,low,female,2,4990,1,Satisfied,delayed,Low Loyal
3716,E,Flight,5,5,165,2,low,male,3,4005,1,Very Satisfied,delayed,Low Loyal
3717,A,Ship,5,1,197,4,low,female,2,5594,1,Very dissatisfied,delayed,Moderate Loyal
3718,B,Ship,3,5,274,3,low,female,3,5156,0,Very Satisfied,on time,Low Loyal
3719,C,Ship,3,5,193,3,high,female,10,5991,1,Very Satisfied,delayed,Low Loyal
3720,E,Ship,3,1,252,4,high,male,4,4303,0,Very dissatisfied,on time,Moderate Loyal
3721,D,Ship,4,5,224,2,low,male,6,4994,0,Very Satisfied,on time,Low Loyal
3722,E,Ship,5,2,230,4,low,female,4,4782,1,Dissatisfied,delayed,Moderate Loyal
3723,A,Ship,4,2,174,3,medium,female,10,4318,0,Dissatisfied,on time,Low Loyal
3724,B,Ship,3,2,226,3,medium,male,3,4940,1,Dissatisfied,delayed,Low Loyal
3725,C,Ship,5,1,245,3,medium,male,9,5690,0,Very dissatisfied,on time,Low Loyal
3726,E,Ship,5,1,206,5,medium,male,2,5766,0,Very dissatisfied,on time,Moderate Loyal
3727,D,Ship,3,5,241,3,low,male,2,4976,1,Very Satisfied,delayed,Low Loyal
3728,E,Ship,3,4,148,4,high,female,1,4249,0,Satisfied,on time,Moderate Loyal
3729,A,Ship,5,2,181,3,low,male,7,5875,0,Dissatisfied,on time,Low Loyal
3730,B,Ship,4,3,146,3,low,female,8,5673,1,Neutral,delayed,Low Loyal
3731,C,Ship,3,3,115,6,high,female,6,5636,0,Neutral,on time,Moderate Loyal
3732,E,Ship,4,5,201,3,low,female,10,4530,1,Very Satisfied,delayed,Low Loyal
3733,D,Ship,5,5,273,4,low,male,1,5225,1,Very Satisfied,delayed,Moderate Loyal
3734,E,Ship,5,5,228,5,low,female,6,4506,0,Very Satisfied,on time,Moderate Loyal
3735,A,Ship,4,5,185,3,low,female,2,4336,1,Very Satisfied,delayed,Low Loyal
3736,B,Ship,6,1,170,3,low,female,10,4858,0,Very dissatisfied,on time,Low Loyal
3737,C,Ship,4,4,156,2,low,male,7,5017,0,Satisfied,on time,Low Loyal
3738,E,Ship,4,4,159,3,medium,male,3,5545,0,Satisfied,on time,Low Loyal
3739,D,Ship,5,4,263,2,high,female,8,4914,0,Satisfied,on time,Low Loyal
3740,E,Ship,3,5,159,3,medium,female,1,4314,1,Very Satisfied,delayed,Low Loyal
3741,A,Ship,5,2,241,3,low,female,10,4244,1,Dissatisfied,delayed,Low Loyal
3742,B,Ship,5,1,167,3,medium,male,3,4267,1,Very dissatisfied,delayed,Low Loyal
3743,C,Ship,4,5,231,3,low,male,4,5089,1,Very Satisfied,delayed,Low Loyal
3744,E,Ship,4,2,233,2,low,female,5,4817,0,Dissatisfied,on time,Low Loyal
3745,D,Ship,6,4,256,4,high,male,2,5021,0,Satisfied,on time,Moderate Loyal
3746,E,Ship,3,1,205,4,high,female,3,4426,0,Very dissatisfied,on time,Moderate Loyal
3747,A,Ship,2,2,180,2,high,male,1,4407,0,Dissatisfied,on time,Low Loyal
3748,B,Ship,2,3,187,2,medium,female,10,5957,0,Neutral,on time,Low Loyal
3749,C,Ship,3,4,250,2,medium,male,1,4922,1,Satisfied,delayed,Low Loyal
3750,E,Ship,4,4,273,2,low,male,9,5151,0,Satisfied,on time,Low Loyal
3751,D,Ship,3,5,224,2,low,female,10,4445,0,Very Satisfied,on time,Low Loyal
3752,E,Ship,3,2,195,2,medium,male,8,4365,0,Dissatisfied,on time,Low Loyal
3753,A,Ship,4,2,148,2,low,male,9,4334,0,Dissatisfied,on time,Low Loyal
3754,B,Ship,3,4,181,2,medium,female,4,4629,0,Satisfied,on time,Low Loyal
3755,C,Ship,5,1,111,4,high,female,2,5978,1,Very dissatisfied,delayed,Moderate Loyal
3756,E,Ship,3,2,181,3,medium,female,9,4163,0,Dissatisfied,on time,Low Loyal
3757,D,Ship,3,2,108,4,low,female,5,4787,0,Dissatisfied,on time,Moderate Loyal
3758,E,Ship,4,5,188,5,low,female,1,5999,1,Very Satisfied,delayed,Moderate Loyal
3759,A,Ship,6,3,231,4,low,female,7,4553,1,Neutral,delayed,Moderate Loyal
3760,B,Ship,2,3,230,3,low,female,4,5127,0,Neutral,on time,Low Loyal
3761,C,Ship,4,3,197,2,low,male,7,5449,0,Neutral,on time,Low Loyal
3762,E,Ship,3,1,252,3,high,female,6,5101,0,Very dissatisfied,on time,Low Loyal
3763,D,Ship,6,4,237,5,medium,female,2,5437,1,Satisfied,delayed,Moderate Loyal
3764,E,Ship,4,4,182,3,medium,female,8,5453,1,Satisfied,delayed,Low Loyal
